date,heure,conso
02/01/2015,17:45,76513
02/01/2015,18:00,73780
02/01/2015,18:15,72368
02/01/2015,18:30,71392
02/01/2015,18:45,79156
02/01/2015,19:00,67807
02/01/2015,19:15,74056
02/01/2015,19:30,72614
02/01/2015,19:45,71238
02/01/2015,20:00,76718
02/01/2015,20:15,79206
02/01/2015,20:30,78171
02/01/2015,20:45,67300
02/01/2015,21:00,65896
02/01/2015,21:15,72351
02/01/2015,21:30,62790
02/01/2015,21:45,74625
02/01/2015,22:00,66340
02/01/2015,22:15,60214
02/01/2015,22:30,68195
02/01/2015,22:45,61950
02/01/2015,23:00,76705
02/01/2015,23:15,75405
02/01/2015,23:30,77175
02/01/2015,23:45,67904
03/01/2015,00:00,68747
03/01/2015,00:15,79446
03/01/2015,00:30,67607
03/01/2015,00:45,73719
03/01/2015,01:00,66870
03/01/2015,01:15,64683
03/01/2015,01:30,71402
03/01/2015,01:45,70040
03/01/2015,02:00,67165
03/01/2015,02:15,71116
03/01/2015,02:30,73961
03/01/2015,02:45,69285
03/01/2015,03:00,61329
03/01/2015,03:15,72410
03/01/2015,03:30,73979
03/01/2015,03:45,62538
03/01/2015,04:00,63967
03/01/2015,04:15,64457
03/01/2015,04:30,61532
03/01/2015,04:45,78060
03/01/2015,05:00,79755
03/01/2015,05:15,73837
03/01/2015,05:30,67269
03/01/2015,05:45,63587
03/01/2015,06:00,60699
03/01/2015,06:15,61625
03/01/2015,06:30,67678
03/01/2015,06:45,67595
03/01/2015,07:00,65634
03/01/2015,07:15,78157
03/01/2015,07:30,71971
03/01/2015,07:45,68274
03/01/2015,08:00,68289
03/01/2015,08:15,74463
03/01/2015,08:30,76440
03/01/2015,08:45,64552
03/01/2015,09:00,66425
03/01/2015,09:15,67436
03/01/2015,09:30,76770
03/01/2015,09:45,66209
03/01/2015,10:00,64674
03/01/2015,10:15,62172
03/01/2015,10:30,60695
03/01/2015,10:45,73604
03/01/2015,11:00,75740
03/01/2015,11:15,66422
03/01/2015,11:30,62871
03/01/2015,11:45,74143
03/01/2015,12:00,79585
03/01/2015,12:15,75128
03/01/2015,12:30,67709
03/01/2015,12:45,66102
03/01/2015,13:00,73487
03/01/2015,13:15,70741
03/01/2015,13:30,65765
03/01/2015,13:45,63927
03/01/2015,14:00,60932
03/01/2015,14:15,66396
03/01/2015,14:30,73371
03/01/2015,14:45,66370
03/01/2015,15:00,76528
03/01/2015,15:15,65594
03/01/2015,15:30,60033
03/01/2015,15:45,78225
03/01/2015,16:00,64800
03/01/2015,16:15,71881
03/01/2015,16:30,77238
03/01/2015,16:45,72085
03/01/2015,17:00,74691
03/01/2015,17:15,66419
03/01/2015,17:30,65793
03/01/2015,17:45,61484
03/01/2015,18:00,78798
03/01/2015,18:15,77680
03/01/2015,18:30,74782
03/01/2015,18:45,73514
03/01/2015,19:00,75052
03/01/2015,19:15,70268
03/01/2015,19:30,75093
03/01/2015,19:45,66790
03/01/2015,20:00,65520
03/01/2015,20:15,79356
03/01/2015,20:30,76141
03/01/2015,20:45,74956
03/01/2015,21:00,71310
03/01/2015,21:15,62169
03/01/2015,21:30,79835
03/01/2015,21:45,65346
03/01/2015,22:00,79042
03/01/2015,22:15,67124
03/01/2015,22:30,72501
03/01/2015,22:45,69052
03/01/2015,23:00,64352
03/01/2015,23:15,77302
03/01/2015,23:30,73983
03/01/2015,23:45,62856
04/01/2015,00:00,60913
04/01/2015,00:15,76055
04/01/2015,00:30,75303
04/01/2015,00:45,64932
04/01/2015,01:00,66856
04/01/2015,01:15,67963
04/01/2015,01:30,78118
04/01/2015,01:45,77785
04/01/2015,02:00,74550
04/01/2015,02:15,76602
04/01/2015,02:30,61242
04/01/2015,02:45,74758
04/01/2015,03:00,77687
04/01/2015,03:15,68024
04/01/2015,03:30,66418
04/01/2015,03:45,77136
04/01/2015,04:00,64730
04/01/2015,04:15,75546
04/01/2015,04:30,79865
04/01/2015,04:45,62544
04/01/2015,05:00,75529
04/01/2015,05:15,71679
04/01/2015,05:30,78237
04/01/2015,05:45,79785
04/01/2015,06:00,63552
04/01/2015,06:15,69650
04/01/2015,06:30,61081
04/01/2015,06:45,60920
04/01/2015,07:00,76867
04/01/2015,07:15,63780
04/01/2015,07:30,77142
04/01/2015,07:45,60425
04/01/2015,08:00,62473
04/01/2015,08:15,73576
04/01/2015,08:30,79012
04/01/2015,08:45,63322
04/01/2015,09:00,74747
04/01/2015,09:15,66066
04/01/2015,09:30,64570
04/01/2015,09:45,76716
04/01/2015,10:00,72203
04/01/2015,10:15,78560
04/01/2015,10:30,71808
04/01/2015,10:45,65569
04/01/2015,11:00,76642
04/01/2015,11:15,60073
04/01/2015,11:30,75227
04/01/2015,11:45,79798
04/01/2015,12:00,71487
04/01/2015,12:15,75667
04/01/2015,12:30,78926
04/01/2015,12:45,78972
04/01/2015,13:00,71547
04/01/2015,13:15,71649
04/01/2015,13:30,73000
04/01/2015,13:45,66529
04/01/2015,14:00,64146
04/01/2015,14:15,74613
04/01/2015,14:30,63613
04/01/2015,14:45,68646
04/01/2015,15:00,64455
04/01/2015,15:15,63339
04/01/2015,15:30,68819
04/01/2015,15:45,60387
04/01/2015,16:00,71968
04/01/2015,16:15,64867
04/01/2015,16:30,64173
04/01/2015,16:45,76384
04/01/2015,17:00,74762
04/01/2015,17:15,79865
04/01/2015,17:30,69053
04/01/2015,17:45,65801
04/01/2015,18:00,60320
04/01/2015,18:15,61932
04/01/2015,18:30,65757
04/01/2015,18:45,79079
04/01/2015,19:00,66120
04/01/2015,19:15,74315
04/01/2015,19:30,68620
04/01/2015,19:45,75011
04/01/2015,20:00,77638
04/01/2015,20:15,64880
04/01/2015,20:30,76173
04/01/2015,20:45,68265
04/01/2015,21:00,61485
04/01/2015,21:15,68821
04/01/2015,21:30,61558
04/01/2015,21:45,62535
04/01/2015,22:00,69135
04/01/2015,22:15,67047
04/01/2015,22:30,76839
04/01/2015,22:45,66787
04/01/2015,23:00,61560
04/01/2015,23:15,77735
04/01/2015,23:30,64209
04/01/2015,23:45,61335
05/01/2015,00:00,77249
05/01/2015,00:15,69376
05/01/2015,00:30,67195
05/01/2015,00:45,75825
05/01/2015,01:00,78313
05/01/2015,01:15,79315
05/01/2015,01:30,65209
05/01/2015,01:45,77659
05/01/2015,02:00,79148
05/01/2015,02:15,63611
05/01/2015,02:30,77629
05/01/2015,02:45,74231
05/01/2015,03:00,67308
05/01/2015,03:15,67914
05/01/2015,03:30,74894
05/01/2015,03:45,60647
05/01/2015,04:00,66754
05/01/2015,04:15,63989
05/01/2015,04:30,74871
05/01/2015,04:45,78690
05/01/2015,05:00,78792
05/01/2015,05:15,73838
05/01/2015,05:30,61734
05/01/2015,05:45,74550
05/01/2015,06:00,63932
05/01/2015,06:15,68355
05/01/2015,06:30,74320
05/01/2015,06:45,63574
05/01/2015,07:00,60494
05/01/2015,07:15,62346
05/01/2015,07:30,68210
05/01/2015,07:45,78057
05/01/2015,08:00,77622
05/01/2015,08:15,75689
05/01/2015,08:30,70127
05/01/2015,08:45,70663
05/01/2015,09:00,76484
05/01/2015,09:15,62184
05/01/2015,09:30,67760
05/01/2015,09:45,73377
05/01/2015,10:00,74418
05/01/2015,10:15,76867
05/01/2015,10:30,71922
05/01/2015,10:45,72189
05/01/2015,11:00,77921
05/01/2015,11:15,64603
05/01/2015,11:30,60069
05/01/2015,11:45,65182
05/01/2015,12:00,75172
05/01/2015,12:15,79812
05/01/2015,12:30,69297
05/01/2015,12:45,79638
05/01/2015,13:00,75874
05/01/2015,13:15,65818
05/01/2015,13:30,76309
05/01/2015,13:45,65938
05/01/2015,14:00,70172
05/01/2015,14:15,71971
05/01/2015,14:30,74405
05/01/2015,14:45,72277
05/01/2015,15:00,63440
05/01/2015,15:15,67190
05/01/2015,15:30,71903
05/01/2015,15:45,61516
05/01/2015,16:00,74127
05/01/2015,16:15,77082
05/01/2015,16:30,65975
05/01/2015,16:45,69051
05/01/2015,17:00,68274
05/01/2015,17:15,78031
05/01/2015,17:30,79878
05/01/2015,17:45,77398
05/01/2015,18:00,79374
05/01/2015,18:15,77677
05/01/2015,18:30,79906
05/01/2015,18:45,69201
05/01/2015,19:00,63078
05/01/2015,19:15,76914
05/01/2015,19:30,70233
05/01/2015,19:45,74609
05/01/2015,20:00,79723
05/01/2015,20:15,62602
05/01/2015,20:30,70883
05/01/2015,20:45,74596
05/01/2015,21:00,67019
05/01/2015,21:15,76521
05/01/2015,21:30,65661
05/01/2015,21:45,78182
05/01/2015,22:00,78813
05/01/2015,22:15,71359
05/01/2015,22:30,61884
05/01/2015,22:45,73508
05/01/2015,23:00,73734
05/01/2015,23:15,76561
05/01/2015,23:30,73017
05/01/2015,23:45,68320
06/01/2015,00:00,69897
06/01/2015,00:15,67608
06/01/2015,00:30,68856
06/01/2015,00:45,60879
06/01/2015,01:00,64476
06/01/2015,01:15,77158
06/01/2015,01:30,71048
06/01/2015,01:45,64231
06/01/2015,02:00,76780
06/01/2015,02:15,64694
06/01/2015,02:30,62080
06/01/2015,02:45,76536
06/01/2015,03:00,77330
06/01/2015,03:15,70259
06/01/2015,03:30,62073
06/01/2015,03:45,79158
06/01/2015,04:00,77802
06/01/2015,04:15,76407
06/01/2015,04:30,77086
06/01/2015,04:45,61181
06/01/2015,05:00,66912
06/01/2015,05:15,77873
06/01/2015,05:30,75325
06/01/2015,05:45,66504
06/01/2015,06:00,72135
06/01/2015,06:15,63939
06/01/2015,06:30,79736
06/01/2015,06:45,65653
06/01/2015,07:00,70500
06/01/2015,07:15,60767
06/01/2015,07:30,66774
06/01/2015,07:45,73067
06/01/2015,08:00,74513
06/01/2015,08:15,74040
06/01/2015,08:30,65622
06/01/2015,08:45,66033
06/01/2015,09:00,76802
06/01/2015,09:15,67859
06/01/2015,09:30,76474
06/01/2015,09:45,78007
06/01/2015,10:00,66789
06/01/2015,10:15,76375
06/01/2015,10:30,62223
06/01/2015,10:45,71236
06/01/2015,11:00,70145
06/01/2015,11:15,70690
06/01/2015,11:30,69045
06/01/2015,11:45,78036
06/01/2015,12:00,62067
06/01/2015,12:15,67541
06/01/2015,12:30,76589
06/01/2015,12:45,68990
06/01/2015,13:00,76165
06/01/2015,13:15,79621
06/01/2015,13:30,78004
06/01/2015,13:45,62857
06/01/2015,14:00,76529
06/01/2015,14:15,74403
06/01/2015,14:30,63658
06/01/2015,14:45,77663
06/01/2015,15:00,75274
06/01/2015,15:15,78396
06/01/2015,15:30,70755
06/01/2015,15:45,77514
06/01/2015,16:00,79898
06/01/2015,16:15,69842
06/01/2015,16:30,66618
06/01/2015,16:45,60623
06/01/2015,17:00,72074
06/01/2015,17:15,67552
06/01/2015,17:30,67941
06/01/2015,17:45,68546
06/01/2015,18:00,66662
06/01/2015,18:15,79177
06/01/2015,18:30,75739
06/01/2015,18:45,66539
06/01/2015,19:00,71216
06/01/2015,19:15,66154
06/01/2015,19:30,77292
06/01/2015,19:45,63488
06/01/2015,20:00,68178
06/01/2015,20:15,78511
06/01/2015,20:30,62620
06/01/2015,20:45,68905
06/01/2015,21:00,62425
06/01/2015,21:15,63038
06/01/2015,21:30,68940
06/01/2015,21:45,73849
06/01/2015,22:00,73029
06/01/2015,22:15,72281
06/01/2015,22:30,70875
06/01/2015,22:45,65814
06/01/2015,23:00,72763
06/01/2015,23:15,61026
06/01/2015,23:30,66036
06/01/2015,23:45,61924
07/01/2015,00:00,60728
07/01/2015,00:15,65133
07/01/2015,00:30,62742
07/01/2015,00:45,67015
07/01/2015,01:00,61469
07/01/2015,01:15,65454
07/01/2015,01:30,67390
07/01/2015,01:45,75066
07/01/2015,02:00,63999
07/01/2015,02:15,68427
07/01/2015,02:30,79386
07/01/2015,02:45,76689
07/01/2015,03:00,79447
07/01/2015,03:15,62209
07/01/2015,03:30,78090
07/01/2015,03:45,77821
07/01/2015,04:00,63965
07/01/2015,04:15,70732
07/01/2015,04:30,71777
07/01/2015,04:45,70780
07/01/2015,05:00,72460
07/01/2015,05:15,74413
07/01/2015,05:30,68530
07/01/2015,05:45,69026
07/01/2015,06:00,78228
07/01/2015,06:15,78331
07/01/2015,06:30,76517
07/01/2015,06:45,66742
07/01/2015,07:00,66248
07/01/2015,07:15,73439
07/01/2015,07:30,65853
07/01/2015,07:45,69817
07/01/2015,08:00,71568
07/01/2015,08:15,77755
07/01/2015,08:30,63098
07/01/2015,08:45,65284
07/01/2015,09:00,70818
07/01/2015,09:15,78804
07/01/2015,09:30,61411
07/01/2015,09:45,75308
07/01/2015,10:00,75403
07/01/2015,10:15,78567
07/01/2015,10:30,67102
07/01/2015,10:45,73852
07/01/2015,11:00,78871
07/01/2015,11:15,78697
07/01/2015,11:30,72739
07/01/2015,11:45,79851
07/01/2015,12:00,60945
07/01/2015,12:15,79206
07/01/2015,12:30,65444
07/01/2015,12:45,62240
07/01/2015,13:00,71095
07/01/2015,13:15,68862
07/01/2015,13:30,69016
07/01/2015,13:45,66912
07/01/2015,14:00,60730
07/01/2015,14:15,79753
07/01/2015,14:30,64503
07/01/2015,14:45,74877
07/01/2015,15:00,66254
07/01/2015,15:15,76330
07/01/2015,15:30,63243
07/01/2015,15:45,67960
07/01/2015,16:00,74872
07/01/2015,16:15,72901
07/01/2015,16:30,64355
07/01/2015,16:45,70754
07/01/2015,17:00,68003
07/01/2015,17:15,71643
07/01/2015,17:30,69405
07/01/2015,17:45,73446
07/01/2015,18:00,72393
07/01/2015,18:15,73962
07/01/2015,18:30,76965
07/01/2015,18:45,76052
07/01/2015,19:00,76033
07/01/2015,19:15,61842
07/01/2015,19:30,67423
07/01/2015,19:45,73132
07/01/2015,20:00,64234
07/01/2015,20:15,64074
07/01/2015,20:30,77454
07/01/2015,20:45,78206
07/01/2015,21:00,69811
07/01/2015,21:15,68445
07/01/2015,21:30,68058
07/01/2015,21:45,66776
07/01/2015,22:00,71038
07/01/2015,22:15,70216
07/01/2015,22:30,68342
07/01/2015,22:45,65597
07/01/2015,23:00,65575
07/01/2015,23:15,62712
07/01/2015,23:30,61096
07/01/2015,23:45,69088
08/01/2015,00:00,66500
08/01/2015,00:15,61335
08/01/2015,00:30,79800
08/01/2015,00:45,68369
08/01/2015,01:00,77814
08/01/2015,01:15,65589
08/01/2015,01:30,71780
08/01/2015,01:45,70188
08/01/2015,02:00,61914
08/01/2015,02:15,62961
08/01/2015,02:30,62001
08/01/2015,02:45,69853
08/01/2015,03:00,68917
08/01/2015,03:15,75551
08/01/2015,03:30,71030
08/01/2015,03:45,77372
08/01/2015,04:00,61039
08/01/2015,04:15,68930
08/01/2015,04:30,78448
08/01/2015,04:45,69628
08/01/2015,05:00,69039
08/01/2015,05:15,79487
08/01/2015,05:30,73170
08/01/2015,05:45,68148
08/01/2015,06:00,65157
08/01/2015,06:15,73089
08/01/2015,06:30,67999
08/01/2015,06:45,79439
08/01/2015,07:00,69328
08/01/2015,07:15,79618
08/01/2015,07:30,77796
08/01/2015,07:45,64199
08/01/2015,08:00,66775
08/01/2015,08:15,74462
08/01/2015,08:30,79403
08/01/2015,08:45,65579
08/01/2015,09:00,69457
08/01/2015,09:15,74654
08/01/2015,09:30,60357
08/01/2015,09:45,71712
08/01/2015,10:00,61575
08/01/2015,10:15,74068
08/01/2015,10:30,76390
08/01/2015,10:45,60765
08/01/2015,11:00,64517
08/01/2015,11:15,74553
08/01/2015,11:30,62499
08/01/2015,11:45,61035
08/01/2015,12:00,64264
08/01/2015,12:15,65173
08/01/2015,12:30,77398
08/01/2015,12:45,61223
08/01/2015,13:00,66230
08/01/2015,13:15,73672
08/01/2015,13:30,68919
08/01/2015,13:45,74776
08/01/2015,14:00,63504
08/01/2015,14:15,68535
08/01/2015,14:30,65709
08/01/2015,14:45,76241
08/01/2015,15:00,78257
08/01/2015,15:15,70630
08/01/2015,15:30,70208
08/01/2015,15:45,60949
08/01/2015,16:00,68716
08/01/2015,16:15,76803
08/01/2015,16:30,76521
08/01/2015,16:45,61531
08/01/2015,17:00,60243
08/01/2015,17:15,79691
08/01/2015,17:30,68726
08/01/2015,17:45,74186
08/01/2015,18:00,67874
08/01/2015,18:15,71702
08/01/2015,18:30,68793
08/01/2015,18:45,62876
08/01/2015,19:00,78879
08/01/2015,19:15,68606
08/01/2015,19:30,72290
08/01/2015,19:45,62845
08/01/2015,20:00,68196
08/01/2015,20:15,69889
08/01/2015,20:30,73880
08/01/2015,20:45,73083
08/01/2015,21:00,64465
08/01/2015,21:15,67908
08/01/2015,21:30,70787
08/01/2015,21:45,75989
08/01/2015,22:00,66404
08/01/2015,22:15,66023
08/01/2015,22:30,65606
08/01/2015,22:45,60462
08/01/2015,23:00,76797
08/01/2015,23:15,70055
08/01/2015,23:30,60939
08/01/2015,23:45,69119
09/01/2015,00:00,77944
09/01/2015,00:15,66990
09/01/2015,00:30,62226
09/01/2015,00:45,62492
09/01/2015,01:00,69584
09/01/2015,01:15,72596
09/01/2015,01:30,73925
09/01/2015,01:45,60884
09/01/2015,02:00,60277
09/01/2015,02:15,62549
09/01/2015,02:30,67435
09/01/2015,02:45,60328
09/01/2015,03:00,62093
09/01/2015,03:15,73628
09/01/2015,03:30,76249
09/01/2015,03:45,69741
09/01/2015,04:00,60206
09/01/2015,04:15,65439
09/01/2015,04:30,73323
09/01/2015,04:45,73057
09/01/2015,05:00,72946
09/01/2015,05:15,74581
09/01/2015,05:30,77761
09/01/2015,05:45,65378
09/01/2015,06:00,62926
09/01/2015,06:15,74817
09/01/2015,06:30,68871
09/01/2015,06:45,69235
09/01/2015,07:00,77079
09/01/2015,07:15,69569
09/01/2015,07:30,66522
09/01/2015,07:45,72793
09/01/2015,08:00,75736
09/01/2015,08:15,60261
09/01/2015,08:30,70080
09/01/2015,08:45,79192
09/01/2015,09:00,68050
09/01/2015,09:15,78169
09/01/2015,09:30,75973
09/01/2015,09:45,60304
09/01/2015,10:00,70039
09/01/2015,10:15,79790
09/01/2015,10:30,70806
09/01/2015,10:45,63887
09/01/2015,11:00,72474
09/01/2015,11:15,62113
09/01/2015,11:30,69356
09/01/2015,11:45,67848
09/01/2015,12:00,70327
09/01/2015,12:15,77195
09/01/2015,12:30,78887
09/01/2015,12:45,74191
09/01/2015,13:00,71514
09/01/2015,13:15,62685
09/01/2015,13:30,65719
09/01/2015,13:45,71911
09/01/2015,14:00,65157
09/01/2015,14:15,61043
09/01/2015,14:30,72951
09/01/2015,14:45,63467
09/01/2015,15:00,67648
09/01/2015,15:15,72604
09/01/2015,15:30,79881
09/01/2015,15:45,78704
09/01/2015,16:00,64724
09/01/2015,16:15,73562
09/01/2015,16:30,73608
09/01/2015,16:45,60380
09/01/2015,17:00,68873
09/01/2015,17:15,78352
09/01/2015,17:30,77205
09/01/2015,17:45,74685
09/01/2015,18:00,78842
09/01/2015,18:15,70730
09/01/2015,18:30,64188
09/01/2015,18:45,79463
09/01/2015,19:00,70208
09/01/2015,19:15,75192
09/01/2015,19:30,62765
09/01/2015,19:45,61384
09/01/2015,20:00,62590
09/01/2015,20:15,62282
09/01/2015,20:30,60376
09/01/2015,20:45,76951
09/01/2015,21:00,65827
09/01/2015,21:15,75432
09/01/2015,21:30,64875
09/01/2015,21:45,77850
09/01/2015,22:00,62955
09/01/2015,22:15,67301
09/01/2015,22:30,65611
09/01/2015,22:45,79974
09/01/2015,23:00,65763
09/01/2015,23:15,62264
09/01/2015,23:30,63647
09/01/2015,23:45,75924
10/01/2015,00:00,66075
10/01/2015,00:15,75275
10/01/2015,00:30,68352
10/01/2015,00:45,62723
10/01/2015,01:00,65605
10/01/2015,01:15,63577
10/01/2015,01:30,71648
10/01/2015,01:45,69214
10/01/2015,02:00,73534
10/01/2015,02:15,72348
10/01/2015,02:30,68689
10/01/2015,02:45,68594
10/01/2015,03:00,77116
10/01/2015,03:15,74075
10/01/2015,03:30,78688
10/01/2015,03:45,61443
10/01/2015,04:00,78295
10/01/2015,04:15,79182
10/01/2015,04:30,78674
10/01/2015,04:45,63415
10/01/2015,05:00,77098
10/01/2015,05:15,69585
10/01/2015,05:30,65350
10/01/2015,05:45,69386
10/01/2015,06:00,71493
10/01/2015,06:15,74080
10/01/2015,06:30,63715
10/01/2015,06:45,79802
10/01/2015,07:00,74126
10/01/2015,07:15,69582
10/01/2015,07:30,67238
10/01/2015,07:45,74188
10/01/2015,08:00,74489
10/01/2015,08:15,60661
10/01/2015,08:30,67444
10/01/2015,08:45,73797
10/01/2015,09:00,70966
10/01/2015,09:15,74160
10/01/2015,09:30,67473
10/01/2015,09:45,60242
10/01/2015,10:00,63801
10/01/2015,10:15,69204
10/01/2015,10:30,63499
10/01/2015,10:45,70425
10/01/2015,11:00,68370
10/01/2015,11:15,71211
10/01/2015,11:30,73718
10/01/2015,11:45,65322
10/01/2015,12:00,76685
10/01/2015,12:15,64632
10/01/2015,12:30,62029
10/01/2015,12:45,78227
10/01/2015,13:00,75258
10/01/2015,13:15,65167
10/01/2015,13:30,66455
10/01/2015,13:45,71805
10/01/2015,14:00,79389
10/01/2015,14:15,66803
10/01/2015,14:30,66333
10/01/2015,14:45,74076
10/01/2015,15:00,72320
10/01/2015,15:15,64997
10/01/2015,15:30,75621
10/01/2015,15:45,79332
10/01/2015,16:00,66968
10/01/2015,16:15,66013
10/01/2015,16:30,66313
10/01/2015,16:45,77911
10/01/2015,17:00,73609
10/01/2015,17:15,61048
10/01/2015,17:30,68939
10/01/2015,17:45,70905
10/01/2015,18:00,72201
10/01/2015,18:15,75074
10/01/2015,18:30,67199
10/01/2015,18:45,62723
10/01/2015,19:00,63475
10/01/2015,19:15,71224
10/01/2015,19:30,71543
10/01/2015,19:45,61953
10/01/2015,20:00,62872
10/01/2015,20:15,75458
10/01/2015,20:30,69003
10/01/2015,20:45,61560
10/01/2015,21:00,65852
10/01/2015,21:15,66223
10/01/2015,21:30,71427
10/01/2015,21:45,61539
10/01/2015,22:00,69674
10/01/2015,22:15,65901
10/01/2015,22:30,75203
10/01/2015,22:45,68657
10/01/2015,23:00,67328
10/01/2015,23:15,71148
10/01/2015,23:30,71420
10/01/2015,23:45,66421
11/01/2015,00:00,78461
11/01/2015,00:15,65190
11/01/2015,00:30,77909
11/01/2015,00:45,73536
11/01/2015,01:00,79609
11/01/2015,01:15,61159
11/01/2015,01:30,61168
11/01/2015,01:45,69623
11/01/2015,02:00,64168
11/01/2015,02:15,67255
11/01/2015,02:30,76358
11/01/2015,02:45,77502
11/01/2015,03:00,66630
11/01/2015,03:15,66252
11/01/2015,03:30,67211
11/01/2015,03:45,69261
11/01/2015,04:00,64708
11/01/2015,04:15,69847
11/01/2015,04:30,68311
11/01/2015,04:45,66960
11/01/2015,05:00,74584
11/01/2015,05:15,61189
11/01/2015,05:30,70517
11/01/2015,05:45,72716
11/01/2015,06:00,74375
11/01/2015,06:15,67039
11/01/2015,06:30,72241
11/01/2015,06:45,79698
11/01/2015,07:00,69056
11/01/2015,07:15,60749
11/01/2015,07:30,63041
11/01/2015,07:45,60510
11/01/2015,08:00,72828
11/01/2015,08:15,76720
11/01/2015,08:30,79172
11/01/2015,08:45,77596
11/01/2015,09:00,66732
11/01/2015,09:15,72674
