date,heure,conso
02/01/2015,17:45,7113
02/01/2015,18:00,73780
02/01/2015,18:15,72368
02/01/2015,18:30,71392
02/01/2015,18:45,1156
02/01/2015,19:00,67807
02/01/2015,19:15,74056
02/01/2015,19:30,72614
02/01/2015,19:45,71238
02/01/2015,20:00,76718
02/01/2015,20:15,1206
02/01/2015,20:30,78171
02/01/2015,20:45,67300
02/01/2015,21:00,1896
02/01/2015,21:15,72351
02/01/2015,21:30,6210
02/01/2015,21:45,74625
02/01/2015,22:00,66340
02/01/2015,22:15,60214
02/01/2015,22:30,68195
02/01/2015,22:45,61950
02/01/2015,23:00,76705
02/01/2015,23:15,75405
02/01/2015,23:30,77175
02/01/2015,23:45,6104
03/01/2015,00:00,68747
03/01/2015,00:15,1446
03/01/2015,00:30,67607
03/01/2015,00:45,73719
03/01/2015,01:00,66870
03/01/2015,01:15,64683
03/01/2015,01:30,71402
03/01/2015,01:45,70040
03/01/2015,02:00,6711
03/01/2015,02:15,71116
03/01/2015,02:30,73961
03/01/2015,02:45,6921
03/01/2015,03:00,61329
03/01/2015,03:15,72410
03/01/2015,03:30,7391
03/01/2015,03:45,62538
03/01/2015,04:00,63967
03/01/2015,04:15,64457
03/01/2015,04:30,61532
03/01/2015,04:45,78060
03/01/2015,05:00,1755
03/01/2015,05:15,73837
03/01/2015,05:30,67269
03/01/2015,05:45,63587
03/01/2015,06:00,60699
03/01/2015,06:15,61625
03/01/2015,06:30,67678
03/01/2015,06:45,67595
03/01/2015,07:00,1634
03/01/2015,07:15,78157
03/01/2015,07:30,71971
03/01/2015,07:45,68274
03/01/2015,08:00,68289
03/01/2015,08:15,74463
03/01/2015,08:30,76440
03/01/2015,08:45,64552
03/01/2015,09:00,66425
03/01/2015,09:15,67436
03/01/2015,09:30,76770
03/01/2015,09:45,66209
03/01/2015,10:00,64674
03/01/2015,10:15,62172
03/01/2015,10:30,60695
03/01/2015,10:45,73604
03/01/2015,11:00,75740
03/01/2015,11:15,66422
03/01/2015,11:30,62871
03/01/2015,11:45,74143
03/01/2015,12:00,151
03/01/2015,12:15,75128
03/01/2015,12:30,67709
03/01/2015,12:45,66102
03/01/2015,13:00,73487
03/01/2015,13:15,70741
03/01/2015,13:30,171
03/01/2015,13:45,63927
03/01/2015,14:00,60932
03/01/2015,14:15,66396
03/01/2015,14:30,73371
03/01/2015,14:45,66370
03/01/2015,15:00,7128
03/01/2015,15:15,1594
03/01/2015,15:30,60033
03/01/2015,15:45,78225
03/01/2015,16:00,64800
03/01/2015,16:15,71881
03/01/2015,16:30,77238
03/01/2015,16:45,7201
03/01/2015,17:00,74691
03/01/2015,17:15,66419
03/01/2015,17:30,113
03/01/2015,17:45,61484
03/01/2015,18:00,7818
03/01/2015,18:15,77680
03/01/2015,18:30,74782
03/01/2015,18:45,73514
03/01/2015,19:00,75052
03/01/2015,19:15,70268
03/01/2015,19:30,75093
03/01/2015,19:45,6610
03/01/2015,20:00,1520
03/01/2015,20:15,1356
03/01/2015,20:30,76141
03/01/2015,20:45,74956
03/01/2015,21:00,71310
03/01/2015,21:15,62169
03/01/2015,21:30,1835
03/01/2015,21:45,1346
03/01/2015,22:00,1042
03/01/2015,22:15,67124
03/01/2015,22:30,72501
03/01/2015,22:45,69052
03/01/2015,23:00,64352
03/01/2015,23:15,77302
03/01/2015,23:30,73983
03/01/2015,23:45,6216
04/01/2015,00:00,60913
04/01/2015,00:15,76055
04/01/2015,00:30,75303
04/01/2015,00:45,64932
04/01/2015,01:00,6616
04/01/2015,01:15,6163
04/01/2015,01:30,78118
04/01/2015,01:45,7771
04/01/2015,02:00,74550
04/01/2015,02:15,76602
04/01/2015,02:30,61242
04/01/2015,02:45,74758
04/01/2015,03:00,77687
04/01/2015,03:15,68024
04/01/2015,03:30,66418
04/01/2015,03:45,77136
04/01/2015,04:00,64730
04/01/2015,04:15,75546
04/01/2015,04:30,181
04/01/2015,04:45,62544
04/01/2015,05:00,75529
04/01/2015,05:15,7161
04/01/2015,05:30,78237
04/01/2015,05:45,171
04/01/2015,06:00,63552
04/01/2015,06:15,6910
04/01/2015,06:30,61081
04/01/2015,06:45,60920
04/01/2015,07:00,76867
04/01/2015,07:15,63780
04/01/2015,07:30,77142
04/01/2015,07:45,60425
04/01/2015,08:00,62473
04/01/2015,08:15,73576
04/01/2015,08:30,1012
04/01/2015,08:45,63322
04/01/2015,09:00,74747
04/01/2015,09:15,66066
04/01/2015,09:30,64570
04/01/2015,09:45,76716
04/01/2015,10:00,72203
04/01/2015,10:15,7160
04/01/2015,10:30,71808
04/01/2015,10:45,1569
04/01/2015,11:00,76642
04/01/2015,11:15,60073
04/01/2015,11:30,75227
04/01/2015,11:45,118
04/01/2015,12:00,71487
04/01/2015,12:15,75667
04/01/2015,12:30,78926
04/01/2015,12:45,78972
04/01/2015,13:00,71547
04/01/2015,13:15,71649
04/01/2015,13:30,73000
04/01/2015,13:45,6129
04/01/2015,14:00,64146
04/01/2015,14:15,74613
04/01/2015,14:30,63613
04/01/2015,14:45,68646
04/01/2015,15:00,64455
04/01/2015,15:15,63339
04/01/2015,15:30,68819
04/01/2015,15:45,60387
04/01/2015,16:00,71968
04/01/2015,16:15,64867
04/01/2015,16:30,64173
04/01/2015,16:45,76384
04/01/2015,17:00,74762
04/01/2015,17:15,181
04/01/2015,17:30,69053
04/01/2015,17:45,1801
04/01/2015,18:00,60320
04/01/2015,18:15,61932
04/01/2015,18:30,1757
04/01/2015,18:45,101
04/01/2015,19:00,66120
04/01/2015,19:15,74315
04/01/2015,19:30,68620
04/01/2015,19:45,75011
04/01/2015,20:00,77638
04/01/2015,20:15,64880
04/01/2015,20:30,76173
04/01/2015,20:45,6821
04/01/2015,21:00,6141
04/01/2015,21:15,68821
04/01/2015,21:30,61558
04/01/2015,21:45,62535
04/01/2015,22:00,69135
04/01/2015,22:15,67047
04/01/2015,22:30,76839
04/01/2015,22:45,66787
04/01/2015,23:00,61560
04/01/2015,23:15,77735
04/01/2015,23:30,64209
04/01/2015,23:45,61335
05/01/2015,00:00,77249
05/01/2015,00:15,69376
05/01/2015,00:30,67195
05/01/2015,00:45,75825
05/01/2015,01:00,78313
05/01/2015,01:15,1315
05/01/2015,01:30,1209
05/01/2015,01:45,7719
05/01/2015,02:00,1148
05/01/2015,02:15,63611
05/01/2015,02:30,77629
05/01/2015,02:45,74231
05/01/2015,03:00,67308
05/01/2015,03:15,6114
05/01/2015,03:30,74894
05/01/2015,03:45,60647
05/01/2015,04:00,66754
05/01/2015,04:15,63989
05/01/2015,04:30,74871
05/01/2015,04:45,78690
05/01/2015,05:00,7812
05/01/2015,05:15,73838
05/01/2015,05:30,61734
05/01/2015,05:45,74550
05/01/2015,06:00,63932
05/01/2015,06:15,68355
05/01/2015,06:30,74320
05/01/2015,06:45,63574
05/01/2015,07:00,60494
05/01/2015,07:15,62346
05/01/2015,07:30,68210
05/01/2015,07:45,78057
05/01/2015,08:00,77622
05/01/2015,08:15,75689
05/01/2015,08:30,70127
05/01/2015,08:45,70663
05/01/2015,09:00,76484
05/01/2015,09:15,62184
05/01/2015,09:30,67760
05/01/2015,09:45,73377
05/01/2015,10:00,74418
05/01/2015,10:15,76867
05/01/2015,10:30,71922
05/01/2015,10:45,72189
05/01/2015,11:00,7121
05/01/2015,11:15,64603
05/01/2015,11:30,60069
05/01/2015,11:45,1182
05/01/2015,12:00,75172
05/01/2015,12:15,1812
05/01/2015,12:30,69297
05/01/2015,12:45,1638
05/01/2015,13:00,75874
05/01/2015,13:15,1818
05/01/2015,13:30,76309
05/01/2015,13:45,1938
05/01/2015,14:00,70172
05/01/2015,14:15,71971
05/01/2015,14:30,74405
05/01/2015,14:45,72277
05/01/2015,15:00,63440
05/01/2015,15:15,67190
05/01/2015,15:30,71903
05/01/2015,15:45,61516
05/01/2015,16:00,74127
05/01/2015,16:15,77082
05/01/2015,16:30,1975
05/01/2015,16:45,69051
05/01/2015,17:00,68274
05/01/2015,17:15,78031
05/01/2015,17:30,1878
05/01/2015,17:45,77398
05/01/2015,18:00,1374
05/01/2015,18:15,77677
05/01/2015,18:30,1906
05/01/2015,18:45,69201
05/01/2015,19:00,63078
05/01/2015,19:15,76914
05/01/2015,19:30,70233
05/01/2015,19:45,74609
05/01/2015,20:00,1723
05/01/2015,20:15,62602
05/01/2015,20:30,70883
05/01/2015,20:45,74596
05/01/2015,21:00,67019
05/01/2015,21:15,7121
05/01/2015,21:30,1661
05/01/2015,21:45,78182
05/01/2015,22:00,78813
05/01/2015,22:15,71359
05/01/2015,22:30,61884
05/01/2015,22:45,73508
05/01/2015,23:00,73734
05/01/2015,23:15,7161
05/01/2015,23:30,73017
05/01/2015,23:45,68320
06/01/2015,00:00,69897
06/01/2015,00:15,67608
06/01/2015,00:30,6816
06/01/2015,00:45,6081
06/01/2015,01:00,64476
06/01/2015,01:15,77158
06/01/2015,01:30,71048
06/01/2015,01:45,64231
06/01/2015,02:00,76780
06/01/2015,02:15,64694
06/01/2015,02:30,62080
06/01/2015,02:45,7136
06/01/2015,03:00,77330
06/01/2015,03:15,70259
06/01/2015,03:30,62073
06/01/2015,03:45,1158
06/01/2015,04:00,77802
06/01/2015,04:15,76407
06/01/2015,04:30,77086
06/01/2015,04:45,61181
06/01/2015,05:00,66912
06/01/2015,05:15,77873
06/01/2015,05:30,75325
06/01/2015,05:45,6104
06/01/2015,06:00,72135
06/01/2015,06:15,63939
06/01/2015,06:30,1736
06/01/2015,06:45,113
06/01/2015,07:00,70500
06/01/2015,07:15,60767
06/01/2015,07:30,66774
06/01/2015,07:45,73067
06/01/2015,08:00,74513
06/01/2015,08:15,74040
06/01/2015,08:30,1622
06/01/2015,08:45,66033
06/01/2015,09:00,76802
06/01/2015,09:15,6719
06/01/2015,09:30,76474
06/01/2015,09:45,78007
06/01/2015,10:00,66789
06/01/2015,10:15,76375
06/01/2015,10:30,62223
06/01/2015,10:45,71236
06/01/2015,11:00,70145
06/01/2015,11:15,70690
06/01/2015,11:30,69045
06/01/2015,11:45,78036
06/01/2015,12:00,62067
06/01/2015,12:15,67541
06/01/2015,12:30,7189
06/01/2015,12:45,68990
06/01/2015,13:00,7611
06/01/2015,13:15,1621
06/01/2015,13:30,78004
06/01/2015,13:45,6217
06/01/2015,14:00,7129
06/01/2015,14:15,74403
06/01/2015,14:30,6318
06/01/2015,14:45,77663
06/01/2015,15:00,75274
06/01/2015,15:15,78396
06/01/2015,15:30,70755
06/01/2015,15:45,77514
06/01/2015,16:00,1898
06/01/2015,16:15,69842
06/01/2015,16:30,66618
06/01/2015,16:45,60623
06/01/2015,17:00,72074
06/01/2015,17:15,67552
06/01/2015,17:30,6141
06/01/2015,17:45,6146
06/01/2015,18:00,66662
06/01/2015,18:15,1177
06/01/2015,18:30,75739
06/01/2015,18:45,6139
06/01/2015,19:00,71216
06/01/2015,19:15,66154
06/01/2015,19:30,77292
06/01/2015,19:45,63488
06/01/2015,20:00,68178
06/01/2015,20:15,7111
06/01/2015,20:30,62620
06/01/2015,20:45,68905
06/01/2015,21:00,62425
06/01/2015,21:15,63038
06/01/2015,21:30,68940
06/01/2015,21:45,73849
06/01/2015,22:00,73029
06/01/2015,22:15,72281
06/01/2015,22:30,70875
06/01/2015,22:45,1814
06/01/2015,23:00,72763
06/01/2015,23:15,61026
06/01/2015,23:30,66036
06/01/2015,23:45,61924
07/01/2015,00:00,60728
07/01/2015,00:15,1133
07/01/2015,00:30,62742
07/01/2015,00:45,67015
07/01/2015,01:00,61469
07/01/2015,01:15,1454
07/01/2015,01:30,67390
07/01/2015,01:45,75066
07/01/2015,02:00,63999
07/01/2015,02:15,68427
07/01/2015,02:30,1386
07/01/2015,02:45,76689
07/01/2015,03:00,1447
07/01/2015,03:15,62209
07/01/2015,03:30,78090
07/01/2015,03:45,77821
07/01/2015,04:00,6391
07/01/2015,04:15,70732
07/01/2015,04:30,71777
07/01/2015,04:45,70780
07/01/2015,05:00,72460
07/01/2015,05:15,74413
07/01/2015,05:30,6130
07/01/2015,05:45,69026
07/01/2015,06:00,78228
07/01/2015,06:15,78331
07/01/2015,06:30,7117
07/01/2015,06:45,66742
07/01/2015,07:00,66248
07/01/2015,07:15,73439
07/01/2015,07:30,113
07/01/2015,07:45,69817
07/01/2015,08:00,71568
07/01/2015,08:15,77755
07/01/2015,08:30,63098
07/01/2015,08:45,1284
07/01/2015,09:00,70818
07/01/2015,09:15,78804
07/01/2015,09:30,61411
07/01/2015,09:45,75308
07/01/2015,10:00,75403
07/01/2015,10:15,7167
07/01/2015,10:30,67102
07/01/2015,10:45,7312
07/01/2015,11:00,78871
07/01/2015,11:15,78697
07/01/2015,11:30,72739
07/01/2015,11:45,111
07/01/2015,12:00,60945
07/01/2015,12:15,1206
07/01/2015,12:30,1444
07/01/2015,12:45,62240
07/01/2015,13:00,71095
07/01/2015,13:15,68862
07/01/2015,13:30,69016
07/01/2015,13:45,66912
07/01/2015,14:00,60730
07/01/2015,14:15,1753
07/01/2015,14:30,64503
07/01/2015,14:45,74877
07/01/2015,15:00,66254
07/01/2015,15:15,76330
07/01/2015,15:30,63243
07/01/2015,15:45,6160
07/01/2015,16:00,74872
07/01/2015,16:15,72901
07/01/2015,16:30,64355
07/01/2015,16:45,70754
07/01/2015,17:00,68003
07/01/2015,17:15,71643
07/01/2015,17:30,69405
07/01/2015,17:45,73446
07/01/2015,18:00,72393
07/01/2015,18:15,73962
07/01/2015,18:30,7691
07/01/2015,18:45,76052
07/01/2015,19:00,76033
07/01/2015,19:15,61842
07/01/2015,19:30,67423
07/01/2015,19:45,73132
07/01/2015,20:00,64234
07/01/2015,20:15,64074
07/01/2015,20:30,77454
07/01/2015,20:45,78206
07/01/2015,21:00,69811
07/01/2015,21:15,68445
07/01/2015,21:30,68058
07/01/2015,21:45,66776
07/01/2015,22:00,71038
07/01/2015,22:15,70216
07/01/2015,22:30,68342
07/01/2015,22:45,1597
07/01/2015,23:00,1575
07/01/2015,23:15,62712
07/01/2015,23:30,61096
07/01/2015,23:45,69088
